lanebelopp,inkomst,alder,anstallningsform,syfte,ranta,amorteringstid_manader,skuldsattningsgrad,manadskostnad,betalningsborda,tidigare_anmarkning,default
380000,396645,53,Vikariat,Konsumtion,12.04,60,0.96,8461,0.256,nej,0
419000,291168,30,Vikariat,Övrigt,11.54,48,1.44,10939,0.451,nej,1
175000,443771,39,Fast anställd,Övrigt,10.46,12,0.39,15423,0.417,nej,1
500000,699884,41,Fast anställd,Bil,13.73,36,0.71,17023,0.292,nej,0
500000,672076,40,Fast anställd,Renovering,9.88,60,0.74,10594,0.189,nej,0
253000,255513,56,Vikariat,Övrigt,11.14,72,0.99,4834,0.227,nej,0
193000,337716,38,Fast anställd,Renovering,6.01,48,0.57,4533,0.161,nej,0
317000,423407,40,Fast anställd,Bil,13.56,48,0.75,8593,0.244,nej,0
363000,484386,44,Fast anställd,Renovering,9.09,60,0.75,7551,0.187,nej,1
500000,388378,49,Fast anställd,Bil,7.46,36,1.29,15544,0.48,nej,1
500000,703782,47,Fast anställd,Konsumtion,10.02,48,0.71,12686,0.216,nej,1
248000,409047,43,Vikariat,Bil,15.38,48,0.61,6950,0.204,nej,0
500000,542011,22,Egenföretagare,Övrigt,16.85,48,0.92,14389,0.319,nej,0
292000,313862,33,Fast anställd,Konsumtion,7.07,60,0.93,5792,0.221,nej,0
500000,735680,46,Fast anställd,Konsumtion,12.44,60,0.68,11234,0.183,nej,0
204000,182214,40,Fast anställd,Bil,10.34,24,1.12,9446,0.622,nej,0
454000,380871,72,Pensionär,Renovering,11.97,72,1.19,8869,0.279,nej,0
500000,678072,56,Fast anställd,Konsumtion,10.19,12,0.74,44002,0.779,nej,0
147000,420272,26,Fast anställd,Konsumtion,11.04,60,0.35,3199,0.091,nej,1
500000,763385,49,Fast anställd,Konsumtion,12.8,24,0.65,23724,0.373,nej,0
209000,354305,34,Vikariat,Bil,6.22,60,0.59,4062,0.138,nej,0
223000,302165,73,Pensionär,Konsumtion,10.4,12,0.74,19647,0.78,nej,0
183000,328357,67,Pensionär,Konsumtion,6.58,24,0.56,8159,0.298,nej,0
500000,1104939,59,Vikariat,Konsumtion,8.98,12,0.45,43721,0.475,nej,1
500000,782736,39,Fast anställd,Konsumtion,9.5,60,0.64,10501,0.161,nej,0
500000,624930,31,Fast anställd,Övrigt,6.98,24,0.8,22382,0.43,nej,0
454000,355229,42,Fast anställd,Konsumtion,8.05,72,1.28,7971,0.269,nej,1
234000,514142,41,Fast anställd,Renovering,9.02,36,0.46,7443,0.174,ja,0
276000,367841,49,Fast anställd,Konsumtion,8.02,48,0.75,6741,0.22,nej,0
500000,651960,42,Fast anställd,Konsumtion,10.78,60,0.77,10816,0.199,nej,0
388000,513581,62,Fast anställd,Renovering,11.66,72,0.76,7517,0.176,nej,0
91000,150071,33,Arbetslös,Bil,10.95,36,0.61,2977,0.238,nej,0
500000,372649,37,Vikariat,Konsumtion,13.49,48,1.34,13536,0.436,nej,1
326000,229848,64,Pensionär,Konsumtion,10.94,36,1.42,10664,0.557,nej,1
390000,477160,38,Egenföretagare,Övrigt,15.08,24,0.82,18925,0.476,nej,0
500000,361972,40,Fast anställd,Övrigt,5.07,48,1.38,11531,0.382,nej,1
500000,448535,40,Egenföretagare,Renovering,11.56,36,1.11,16502,0.441,nej,1
194000,635815,38,Fast anställd,Konsumtion,11.03,48,0.31,5017,0.095,nej,0
309000,355553,31,Vikariat,Konsumtion,6.7,24,0.87,13793,0.466,nej,0
313000,426423,29,Fast anställd,Bil,15.54,48,0.73,8797,0.248,nej,0
131000,209152,31,Arbetslös,Renovering,12.45,72,0.63,2592,0.149,nej,1
422000,624067,49,Fast anställd,Renovering,10.86,36,0.68,13788,0.265,nej,0
500000,331865,51,Fast anställd,Renovering,11.82,36,1.51,16564,0.599,nej,0
218000,212174,34,Arbetslös,Övrigt,13.18,60,1.03,4980,0.282,nej,1
500000,775403,28,Fast anställd,Renovering,12.96,24,0.64,23762,0.368,nej,0
275000,442758,37,Vikariat,Bil,16.06,36,0.62,9676,0.262,nej,0
255000,455375,58,Egenföretagare,Renovering,9.29,24,0.56,11684,0.308,nej,1
500000,359302,73,Pensionär,Konsumtion,9.79,36,1.39,16084,0.537,nej,1
232000,222598,40,Arbetslös,Renovering,15.34,48,1.04,6497,0.35,nej,1
394000,240001,44,Arbetslös,Renovering,10.77,72,1.64,7453,0.373,nej,0
94000,240776,53,Fast anställd,Bil,12.16,60,0.39,2099,0.105,nej,0
311000,186085,61,Pensionär,Bil,13.77,48,1.67,8463,0.546,nej,0
475000,514880,34,Vikariat,Bil,13.73,60,0.92,10986,0.256,nej,0
114000,213876,32,Vikariat,Konsumtion,12.06,48,0.53,3005,0.169,nej,0
500000,562720,43,Fast anställd,Renovering,13.35,48,0.89,13501,0.288,nej,0
478000,320226,39,Vikariat,Renovering,12.21,12,1.49,42517,1.593,nej,0
57000,154964,42,Arbetslös,Bil,11.41,12,0.37,5049,0.391,nej,1
500000,329356,64,Pensionär,Övrigt,8.2,60,1.52,10186,0.371,nej,0
500000,524584,51,Fast anställd,Renovering,8.86,24,0.95,22810,0.522,nej,1
500000,1023378,37,Fast anställd,Övrigt,13.81,36,0.49,17043,0.2,ja,0
207000,392902,44,Fast anställd,Övrigt,9.26,36,0.53,6608,0.202,nej,0
406000,456814,75,Pensionär,Bil,8.65,12,0.89,35439,0.931,nej,0
332000,527662,49,Egenföretagare,Konsumtion,12.8,72,0.63,6630,0.151,nej,0
403000,387954,41,Fast anställd,Konsumtion,13.26,24,1.04,19209,0.594,nej,1
500000,646763,46,Fast anställd,Konsumtion,10.04,72,0.77,9273,0.172,nej,0
500000,596007,55,Fast anställd,Konsumtion,11.07,48,0.84,12940,0.261,nej,0
472000,495114,43,Fast anställd,Konsumtion,4.02,72,0.95,7389,0.179,nej,0
101000,212473,27,Arbetslös,Renovering,17.58,12,0.48,9240,0.522,ja,1
500000,293917,43,Vikariat,Konsumtion,13.67,36,1.7,17009,0.694,nej,1
258000,366214,37,Fast anställd,Konsumtion,12.62,72,0.7,5128,0.168,nej,0
457000,637815,18,Fast anställd,Bil,12.36,48,0.72,12115,0.228,nej,0
500000,452083,42,Fast anställd,Övrigt,13.76,36,1.11,17031,0.452,ja,1
283000,194848,36,Arbetslös,Renovering,15.21,48,1.45,7906,0.487,nej,0
500000,539251,49,Fast anställd,Övrigt,7.82,24,0.93,22573,0.502,nej,0
500000,536515,30,Fast anställd,Konsumtion,11.61,48,0.93,13071,0.292,nej,0
495000,296480,22,Fast anställd,Konsumtion,7.83,24,1.67,22349,0.905,nej,0
500000,568176,39,Vikariat,Övrigt,12.23,24,0.88,23590,0.498,nej,0
207000,377910,41,Vikariat,Övrigt,13.68,48,0.55,5623,0.179,ja,0
470000,399781,38,Egenföretagare,Bil,12.46,12,1.18,41860,1.256,nej,1
185000,568522,38,Fast anställd,Konsumtion,12.0,12,0.33,16437,0.347,nej,0
315000,531144,27,Fast anställd,Renovering,10.9,12,0.59,27826,0.629,nej,0
194000,639519,36,Fast anställd,Bil,10.21,60,0.3,4142,0.078,nej,0
249000,437264,34,Vikariat,Övrigt,9.68,12,0.57,21854,0.6,nej,0
500000,628597,48,Fast anställd,Bil,13.51,12,0.8,44778,0.855,nej,0
500000,581198,41,Vikariat,Renovering,14.25,48,0.86,13726,0.283,ja,0
330000,386577,66,Pensionär,Konsumtion,11.37,36,0.85,10862,0.337,nej,0
437000,282618,78,Pensionär,Bil,9.7,36,1.55,14039,0.596,nej,0
433000,330045,35,Fast anställd,Bil,7.77,36,1.31,13523,0.492,nej,1
500000,876532,43,Fast anställd,Konsumtion,10.39,60,0.57,10720,0.147,nej,0
435000,449907,36,Fast anställd,Konsumtion,10.15,12,0.97,38274,1.021,ja,1
217000,306941,54,Vikariat,Bil,11.52,72,0.71,4188,0.164,nej,0
85000,176130,68,Pensionär,Konsumtion,4.0,24,0.48,3691,0.251,nej,0
500000,550435,39,Fast anställd,Övrigt,8.5,36,0.91,15784,0.344,nej,0
500000,515096,36,Fast anställd,Övrigt,9.46,72,0.97,9127,0.213,nej,0
108000,188238,69,Pensionär,Konsumtion,7.11,48,0.57,2592,0.165,nej,0
500000,339755,75,Pensionär,Renovering,10.41,24,1.47,23167,0.818,nej,0
447000,410705,46,Fast anställd,Bil,8.44,84,1.09,7065,0.206,nej,0
479000,928764,38,Vikariat,Övrigt,10.52,60,0.52,10300,0.133,nej,0
500000,400601,55,Fast anställd,Bil,8.12,36,1.25,15696,0.47,nej,1
453000,419862,46,Fast anställd,Övrigt,14.11,48,1.08,12404,0.355,ja,0
78000,228106,65,Pensionär,Bil,10.86,48,0.34,2011,0.106,nej,0
391000,435113,59,Pensionär,Övrigt,10.24,48,0.9,9962,0.275,nej,0
500000,367181,33,Egenföretagare,Renovering,10.9,24,1.36,23281,0.761,nej,0
429000,379374,42,Fast anställd,Bil,15.83,48,1.13,12121,0.383,nej,0
265000,366621,71,Pensionär,Konsumtion,9.11,24,0.72,12120,0.397,nej,0
500000,301605,51,Fast anställd,Övrigt,7.76,36,1.66,15613,0.621,nej,0
399000,608522,27,Fast anställd,Konsumtion,6.57,36,0.66,12242,0.241,nej,0
500000,912086,33,Fast anställd,Renovering,11.76,24,0.55,23481,0.309,nej,0
496000,596188,26,Fast anställd,Övrigt,13.58,60,0.83,11433,0.23,nej,0
500000,608619,24,Egenföretagare,Konsumtion,9.87,36,0.82,16103,0.317,nej,0
500000,491157,31,Vikariat,Renovering,10.69,24,1.02,23232,0.568,nej,0
500000,889484,41,Fast anställd,Bil,8.6,12,0.56,43633,0.589,nej,0
500000,746732,45,Fast anställd,Konsumtion,9.19,60,0.67,10425,0.168,nej,0
500000,570280,28,Fast anställd,Bil,5.08,60,0.88,9454,0.199,nej,0
374000,670891,29,Fast anställd,Övrigt,16.48,12,0.56,34018,0.608,ja,1
393000,265646,20,Vikariat,Bil,13.13,36,1.48,13266,0.599,nej,1
500000,374328,69,Pensionär,Konsumtion,4.74,48,1.34,11456,0.367,nej,0
223000,343882,30,Fast anställd,Renovering,13.89,72,0.65,4582,0.16,nej,0
338000,430000,54,Fast anställd,Konsumtion,17.95,12,0.79,30980,0.865,ja,0
168000,123143,42,Vikariat,Renovering,4.0,36,1.36,4960,0.483,nej,1
355000,540751,36,Egenföretagare,Renovering,6.53,24,0.66,15819,0.351,nej,0
238000,390289,31,Fast anställd,Bil,9.17,36,0.61,7587,0.233,nej,0
500000,721365,23,Fast anställd,Renovering,12.79,36,0.69,16796,0.279,nej,0
500000,415221,24,Vikariat,Renovering,14.51,48,1.2,13791,0.399,ja,1
298000,724642,31,Fast anställd,Bil,9.55,48,0.41,7494,0.124,nej,0
324000,334616,31,Fast anställd,Renovering,10.93,72,0.97,6155,0.221,nej,0
500000,743551,28,Egenföretagare,Renovering,9.49,24,0.67,22955,0.37,nej,0
500000,756947,41,Vikariat,Övrigt,14.14,60,0.66,11670,0.185,nej,0
500000,473286,43,Vikariat,Bil,10.88,60,1.06,10841,0.275,nej,1
500000,656826,33,Egenföretagare,Bil,7.19,48,0.76,12017,0.22,nej,0
472000,384369,57,Vikariat,Bil,8.87,60,1.23,9768,0.305,nej,0
500000,406917,20,Fast anställd,Konsumtion,10.42,36,1.23,16232,0.479,nej,0
249000,638206,38,Fast anställd,Konsumtion,8.78,12,0.39,21750,0.409,nej,0
118000,288621,35,Fast anställd,Bil,8.52,24,0.41,5365,0.223,nej,0
482000,422432,32,Fast anställd,Bil,10.01,24,1.14,22244,0.632,nej,1
163000,194878,31,Vikariat,Konsumtion,11.06,60,0.84,3549,0.219,nej,0
106000,240122,67,Pensionär,Övrigt,6.42,72,0.44,1778,0.089,nej,0
177000,233400,32,Arbetslös,Övrigt,18.27,36,0.76,6423,0.33,nej,0
500000,432305,34,Vikariat,Renovering,12.75,48,1.16,13352,0.371,ja,1
500000,497733,25,Fast anställd,Konsumtion,10.55,36,1.0,16263,0.392,nej,1
229000,518990,21,Fast anställd,Renovering,9.74,36,0.44,7361,0.17,nej,1
191000,172312,35,Egenföretagare,Konsumtion,10.56,48,1.11,4896,0.341,nej,1
236000,317935,33,Vikariat,Bil,13.24,60,0.74,5399,0.204,nej,0
371000,285365,36,Vikariat,Bil,10.77,36,1.3,12106,0.509,nej,1
357000,318211,36,Egenföretagare,Konsumtion,11.03,48,1.12,9232,0.348,nej,0
500000,597069,32,Egenföretagare,Konsumtion,8.92,24,0.84,22824,0.459,ja,0
81000,229084,66,Pensionär,Konsumtion,11.55,36,0.35,2673,0.14,nej,0
397000,395680,29,Fast anställd,Renovering,9.07,24,1.0,18150,0.55,nej,1
91000,155821,53,Egenföretagare,Konsumtion,12.4,60,0.58,2043,0.157,nej,1
300000,271512,63,Pensionär,Övrigt,13.61,24,1.1,14349,0.634,nej,1
500000,334120,34,Fast anställd,Renovering,11.56,60,1.5,11011,0.395,nej,0
500000,372398,30,Vikariat,Bil,10.5,48,1.34,12802,0.413,nej,1
314000,350498,30,Fast anställd,Konsumtion,8.78,48,0.9,7781,0.266,nej,0
309000,204053,35,Arbetslös,Bil,22.05,60,1.51,8543,0.502,ja,1
335000,464798,36,Fast anställd,Konsumtion,10.71,36,0.72,10922,0.282,nej,0
201000,650316,33,Vikariat,Konsumtion,11.03,12,0.31,17768,0.328,nej,0
500000,581883,35,Fast anställd,Övrigt,13.89,72,0.86,10273,0.212,ja,1
84000,176342,30,Egenföretagare,Övrigt,8.47,36,0.48,2651,0.18,nej,1
102000,314044,42,Fast anställd,Bil,4.62,12,0.32,8714,0.333,nej,0
414000,498482,58,Fast anställd,Bil,13.3,36,0.83,14009,0.337,nej,1
306000,353116,29,Fast anställd,Bil,7.55,36,0.87,9526,0.324,nej,0
50000,121721,70,Pensionär,Renovering,9.02,72,0.41,902,0.089,nej,0
500000,784138,38,Fast anställd,Bil,9.23,36,0.64,15953,0.244,nej,0
500000,629120,44,Fast anställd,Konsumtion,13.08,12,0.79,44677,0.852,nej,0
500000,574059,44,Egenföretagare,Övrigt,9.52,24,0.87,22962,0.48,nej,0
275000,395314,40,Fast anställd,Övrigt,10.14,24,0.7,12708,0.386,nej,0
359000,337156,67,Pensionär,Renovering,10.78,60,1.06,7766,0.276,nej,0
500000,382113,33,Fast anställd,Konsumtion,9.62,12,1.31,43870,1.378,ja,1
500000,389142,30,Vikariat,Konsumtion,6.32,36,1.28,15284,0.471,nej,1
500000,354263,37,Fast anställd,Renovering,7.71,48,1.41,12139,0.411,nej,1
500000,831262,25,Fast anställd,Bil,10.11,48,0.6,12708,0.183,nej,0
373000,209068,32,Vikariat,Övrigt,10.77,48,1.78,9599,0.551,nej,1
413000,557545,49,Vikariat,Bil,10.23,48,0.74,10520,0.226,nej,1
140000,451106,38,Egenföretagare,Övrigt,13.54,24,0.31,6691,0.178,nej,0
500000,411962,46,Fast anställd,Konsumtion,7.36,48,1.21,12057,0.351,nej,0
294000,518373,52,Fast anställd,Bil,12.9,72,0.57,5886,0.136,ja,1
239000,632017,36,Fast anställd,Bil,9.22,12,0.38,20925,0.397,nej,0
471000,279759,37,Arbetslös,Renovering,11.59,36,1.68,15552,0.667,nej,0
500000,545577,34,Fast anställd,Konsumtion,15.25,24,0.92,24303,0.535,nej,0
162000,357988,29,Fast anställd,Konsumtion,4.1,24,0.45,7042,0.236,nej,0
500000,498555,28,Fast anställd,Konsumtion,12.6,24,1.0,23677,0.57,nej,0
500000,684112,46,Vikariat,Konsumtion,12.92,12,0.73,44640,0.783,nej,0
500000,783626,40,Fast anställd,Övrigt,11.52,48,0.64,13049,0.2,nej,0
434000,389503,79,Pensionär,Bil,9.74,48,1.11,10953,0.337,nej,1
500000,645958,47,Fast anställd,Konsumtion,12.83,36,0.77,16806,0.312,nej,0
500000,365797,63,Pensionär,Konsumtion,12.84,36,1.37,16808,0.551,ja,1
500000,733486,46,Fast anställd,Renovering,10.48,84,0.68,8425,0.138,nej,0
392000,308716,34,Vikariat,Övrigt,10.82,48,1.27,10097,0.392,nej,1
221000,197496,75,Pensionär,Konsumtion,8.92,60,1.12,4579,0.278,nej,0
500000,500894,33,Fast anställd,Renovering,9.8,36,1.0,16087,0.385,nej,0
290000,162040,24,Arbetslös,Övrigt,15.91,60,1.79,7038,0.521,ja,1
272000,337980,30,Fast anställd,Övrigt,7.84,12,0.8,23641,0.839,nej,0
71000,166031,27,Arbetslös,Konsumtion,17.44,48,0.43,2065,0.149,nej,0
500000,864459,29,Vikariat,Bil,17.44,48,0.58,14542,0.202,nej,0
318000,512801,32,Fast anställd,Övrigt,10.8,24,0.62,14792,0.346,nej,0
500000,554969,46,Fast anställd,Renovering,11.58,84,0.9,8714,0.188,nej,0
141000,318753,55,Fast anställd,Konsumtion,10.13,36,0.44,4558,0.172,nej,0
315000,256449,24,Fast anställd,Renovering,10.64,36,1.23,10259,0.48,nej,1
500000,367078,50,Fast anställd,Bil,10.86,24,1.36,23271,0.761,nej,1
500000,808849,33,Fast anställd,Övrigt,12.09,24,0.62,23558,0.35,nej,1
341000,549627,41,Fast anställd,Konsumtion,13.34,24,0.62,16266,0.355,nej,0
500000,596776,21,Egenföretagare,Konsumtion,13.06,36,0.84,16861,0.339,ja,1
481000,633172,43,Fast anställd,Bil,16.57,36,0.76,17046,0.323,nej,0
379000,397530,18,Fast anställd,Övrigt,9.85,36,0.95,12203,0.368,nej,1
500000,588768,41,Vikariat,Bil,14.87,60,0.85,11861,0.242,ja,1
500000,391804,40,Fast anställd,Renovering,8.47,12,1.28,43603,1.335,nej,0
322000,799851,39,Fast anställd,Konsumtion,8.48,24,0.4,14634,0.22,nej,0
500000,570806,30,Fast anställd,Bil,11.04,60,0.88,10881,0.229,nej,0
107000,127101,40,Arbetslös,Renovering,16.1,12,0.84,9713,0.917,nej,1
98000,236948,70,Pensionär,Övrigt,10.91,24,0.41,4563,0.231,nej,0
445000,261783,35,Fast anställd,Konsumtion,8.36,36,1.7,14019,0.643,nej,1
500000,544241,44,Vikariat,Övrigt,8.17,60,0.92,10179,0.224,ja,1
500000,484727,37,Fast anställd,Konsumtion,5.01,48,1.03,11517,0.285,nej,0
109000,166055,43,Vikariat,Renovering,10.53,48,0.66,2792,0.202,nej,0
500000,413127,36,Vikariat,Renovering,10.97,72,1.21,9509,0.276,nej,1
463000,300136,40,Vikariat,Övrigt,9.18,36,1.54,14762,0.59,nej,0
275000,290880,43,Fast anställd,Renovering,7.77,72,0.95,4791,0.198,nej,1
500000,879657,34,Fast anställd,Konsumtion,10.24,24,0.57,23128,0.316,nej,0
500000,507651,25,Fast anställd,Bil,9.23,36,0.98,15953,0.377,nej,0
426000,271568,69,Pensionär,Konsumtion,8.31,60,1.57,8701,0.384,nej,1
304000,314960,49,Vikariat,Bil,6.9,24,0.97,13597,0.518,nej,0
244000,188342,69,Pensionär,Renovering,7.39,24,1.3,10968,0.699,nej,0
211000,143467,38,Arbetslös,Konsumtion,14.98,36,1.47,7312,0.612,nej,1
257000,766600,37,Fast anställd,Bil,7.09,72,0.34,4393,0.069,nej,0
362000,306858,45,Vikariat,Konsumtion,11.66,24,1.18,16983,0.664,nej,1
500000,365025,36,Vikariat,Konsumtion,13.73,72,1.37,10231,0.336,nej,0
206000,120000,30,Arbetslös,Konsumtion,10.7,48,1.72,5294,0.529,nej,0
221000,142982,46,Arbetslös,Bil,16.21,36,1.55,7793,0.654,ja,1
205000,448397,32,Vikariat,Konsumtion,18.17,12,0.46,18811,0.503,ja,0
500000,558047,46,Fast anställd,Övrigt,12.58,36,0.9,16746,0.36,nej,0
500000,1063087,49,Egenföretagare,Konsumtion,8.93,36,0.47,15884,0.179,nej,0
496000,782332,43,Fast anställd,Konsumtion,5.45,60,0.63,9463,0.145,nej,1
500000,394212,25,Egenföretagare,Övrigt,13.8,48,1.27,13613,0.414,nej,0
500000,341767,68,Pensionär,Övrigt,10.96,84,1.46,8551,0.3,nej,0
205000,437656,35,Fast anställd,Bil,10.5,24,0.47,9507,0.261,nej,0
500000,743544,33,Vikariat,Övrigt,12.3,72,0.67,9853,0.159,nej,0
500000,730990,39,Fast anställd,Renovering,6.54,36,0.68,15334,0.252,nej,0
166000,518860,45,Fast anställd,Övrigt,10.48,36,0.32,5394,0.125,nej,0
500000,524467,33,Fast anställd,Renovering,8.79,60,0.95,10328,0.236,nej,0
500000,911115,36,Egenföretagare,Bil,13.05,48,0.55,13426,0.177,nej,1
81000,229783,32,Arbetslös,Övrigt,17.2,72,0.35,1811,0.095,nej,0
217000,293507,46,Arbetslös,Renovering,19.63,84,0.74,4771,0.195,ja,1
195000,226890,35,Fast anställd,Renovering,11.0,48,0.86,5040,0.267,nej,0
280000,340567,60,Pensionär,Konsumtion,10.13,48,0.82,7119,0.251,nej,0
491000,341903,22,Egenföretagare,Konsumtion,12.94,24,1.44,23329,0.819,nej,1
500000,904133,41,Fast anställd,Renovering,12.82,24,0.55,23729,0.315,ja,1
500000,840069,30,Fast anställd,Bil,7.94,24,0.6,22600,0.323,nej,0
500000,494594,44,Fast anställd,Bil,8.57,60,1.01,10275,0.249,nej,0
364000,470094,60,Pensionär,Bil,10.51,48,0.77,9321,0.238,nej,0
500000,676095,32,Vikariat,Konsumtion,14.66,48,0.74,13829,0.245,ja,0
500000,459182,24,Egenföretagare,Renovering,9.88,60,1.09,10594,0.277,nej,1
500000,1161446,42,Fast anställd,Bil,6.81,60,0.43,9856,0.102,nej,0
375000,435534,44,Egenföretagare,Konsumtion,10.18,24,0.86,17336,0.478,ja,0
249000,453575,41,Fast anställd,Övrigt,6.35,60,0.55,4854,0.128,nej,0
252000,662022,27,Fast anställd,Konsumtion,8.15,48,0.38,6170,0.112,nej,1
147000,320031,30,Vikariat,Renovering,9.36,72,0.46,2676,0.1,nej,0
500000,503766,40,Fast anställd,Konsumtion,12.53,72,0.99,9913,0.236,ja,1
326000,452630,57,Pensionär,Övrigt,6.49,36,0.72,9990,0.265,nej,0
204000,492242,35,Fast anställd,Konsumtion,4.97,48,0.41,4695,0.114,nej,0
247000,200134,53,Vikariat,Bil,10.32,60,1.23,5287,0.317,nej,0
229000,556021,36,Fast anställd,Övrigt,9.82,24,0.41,10548,0.228,nej,0
114000,283877,23,Vikariat,Konsumtion,11.72,36,0.4,3771,0.159,nej,1
500000,661883,31,Fast anställd,Övrigt,11.54,24,0.76,23429,0.425,nej,0
500000,623850,31,Fast anställd,Konsumtion,10.48,12,0.8,44070,0.848,nej,0
167000,461123,80,Pensionär,Renovering,9.79,48,0.36,4219,0.11,nej,0
500000,671746,54,Fast anställd,Bil,11.69,48,0.74,13091,0.234,nej,0
500000,763083,45,Egenföretagare,Konsumtion,15.22,36,0.66,17387,0.273,nej,1
188000,168169,31,Arbetslös,Bil,17.1,24,1.12,9304,0.664,ja,1
500000,647837,50,Fast anställd,Bil,11.43,24,0.77,23404,0.434,nej,0
500000,973796,26,Fast anställd,Renovering,7.94,24,0.51,22600,0.278,nej,0
270000,284637,48,Vikariat,Övrigt,11.18,84,0.95,4649,0.196,nej,0
464000,311743,44,Arbetslös,Övrigt,19.85,72,1.49,11074,0.426,ja,1
423000,251499,67,Pensionär,Bil,8.82,60,1.68,8744,0.417,nej,0
500000,362873,49,Fast anställd,Konsumtion,7.12,12,1.38,43291,1.432,nej,0
500000,513035,33,Egenföretagare,Renovering,12.79,60,0.97,11323,0.265,ja,0
500000,628171,25,Fast anställd,Konsumtion,7.12,60,0.8,9929,0.19,nej,0
273000,249680,44,Arbetslös,Bil,13.6,72,1.09,5567,0.268,ja,1
250000,156304,34,Arbetslös,Konsumtion,16.8,36,1.6,8888,0.682,nej,1
500000,569257,44,Fast anställd,Bil,10.83,36,0.88,16329,0.344,nej,0
295000,384637,56,Fast anställd,Bil,7.7,48,0.77,7160,0.223,nej,0
158000,290360,30,Fast anställd,Bil,7.04,36,0.54,4881,0.202,nej,0
306000,353253,36,Fast anställd,Renovering,7.21,36,0.87,9478,0.322,nej,0
222000,303929,53,Egenföretagare,Övrigt,8.72,24,0.73,10114,0.399,nej,0
500000,586869,44,Fast anställd,Renovering,14.44,48,0.85,13774,0.282,ja,0
500000,731808,31,Fast anställd,Bil,9.22,72,0.68,9067,0.149,nej,0
166000,291961,28,Fast anställd,Bil,14.83,48,0.57,4606,0.189,nej,0
358000,217073,29,Arbetslös,Bil,17.52,60,1.65,8998,0.497,ja,1
103000,239942,30,Vikariat,Konsumtion,10.0,36,0.43,3324,0.166,nej,0
420000,609369,40,Fast anställd,Bil,11.82,36,0.69,13914,0.274,nej,0
376000,393188,38,Fast anställd,Bil,5.32,84,0.96,5371,0.164,nej,0
182000,152843,37,Arbetslös,Renovering,14.57,84,1.19,3468,0.272,nej,1
298000,376961,62,Pensionär,Renovering,6.47,48,0.79,7063,0.225,nej,0
415000,398147,37,Fast anställd,Bil,4.04,36,1.04,12260,0.37,nej,0
261000,437754,18,Fast anställd,Övrigt,13.91,36,0.6,8909,0.244,ja,0
261000,224808,39,Fast anställd,Renovering,11.59,48,1.16,6821,0.364,nej,0
500000,680983,49,Fast anställd,Konsumtion,10.03,24,0.73,23079,0.407,nej,0
500000,482780,23,Vikariat,Konsumtion,13.96,84,1.04,9359,0.233,ja,0
183000,199060,39,Arbetslös,Bil,7.0,48,0.92,4382,0.264,nej,0
276000,286457,31,Fast anställd,Konsumtion,9.11,24,0.96,12623,0.529,nej,0
500000,426262,72,Pensionär,Konsumtion,9.14,36,1.17,15932,0.449,nej,1
187000,387243,39,Fast anställd,Konsumtion,11.05,24,0.48,8720,0.27,nej,0
188000,352682,42,Egenföretagare,Övrigt,8.34,12,0.53,16383,0.557,nej,0
500000,1200000,38,Egenföretagare,Bil,14.52,48,0.42,13794,0.138,nej,0
271000,382210,51,Fast anställd,Renovering,8.23,24,0.71,12285,0.386,nej,0
500000,633980,41,Fast anställd,Konsumtion,8.75,36,0.79,15842,0.3,nej,0
196000,440970,30,Vikariat,Renovering,12.15,48,0.44,5176,0.141,nej,0
500000,560486,38,Fast anställd,Bil,6.53,24,0.89,22280,0.477,nej,0
500000,539663,34,Fast anställd,Övrigt,11.56,60,0.93,11011,0.245,nej,0
479000,557788,39,Fast anställd,Konsumtion,6.11,24,0.86,21253,0.457,nej,0
225000,212773,30,Arbetslös,Bil,14.65,48,1.06,6222,0.351,nej,0
462000,480137,31,Fast anställd,Bil,8.91,72,0.96,8307,0.208,nej,0
500000,941887,39,Egenföretagare,Bil,10.73,12,0.53,44128,0.562,nej,1
97000,308836,38,Fast anställd,Renovering,4.0,24,0.31,4212,0.164,nej,0
500000,737284,48,Egenföretagare,Övrigt,9.04,24,0.68,22852,0.372,nej,0
500000,483023,33,Vikariat,Övrigt,10.1,36,1.04,16157,0.401,nej,1
319000,365682,56,Pensionär,Konsumtion,13.37,48,0.87,8617,0.283,nej,0
454000,722839,34,Fast anställd,Renovering,9.41,36,0.63,14524,0.241,nej,0
231000,350666,21,Vikariat,Konsumtion,9.42,24,0.66,10598,0.363,nej,0
282000,188312,42,Vikariat,Övrigt,17.98,48,1.5,8281,0.528,ja,0
190000,476726,21,Fast anställd,Övrigt,8.24,36,0.4,5975,0.15,nej,0
395000,345615,28,Fast anställd,Konsumtion,12.08,36,1.14,13135,0.456,nej,1
287000,378453,34,Fast anställd,Konsumtion,10.15,36,0.76,9281,0.294,nej,0
220000,316523,53,Fast anställd,Konsumtion,7.25,36,0.7,6818,0.258,nej,0
272000,256991,61,Pensionär,Renovering,11.84,36,1.06,9014,0.421,nej,0
500000,396797,38,Fast anställd,Konsumtion,11.0,36,1.26,16369,0.495,nej,0
261000,212745,43,Fast anställd,Konsumtion,11.74,36,1.23,8637,0.487,nej,0
500000,627884,52,Egenföretagare,Konsumtion,10.54,36,0.8,16261,0.311,nej,0
500000,1063539,45,Fast anställd,Konsumtion,11.0,24,0.47,23304,0.263,nej,0
