lanebelopp,kontantinsats_procent,inkomst,skuldkvot,bostadsort,ranta,tidigare_betalningsanmarkning,default
945017,12.5,300000,3.15,Malmo,3.2,nej,0
1535184,17.9,387736,3.96,Malmo,2.96,nej,1
1359358,11.8,300000,4.53,Goteborg,3.21,nej,1
2148976,14.8,421410,5.1,Stockholm,2.85,nej,1
1741722,22.1,325042,5.36,Stockholm,2.5,nej,0
3133555,11.9,570155,5.5,Goteborg,4.38,nej,1
2944910,12.8,597324,4.93,Stockholm,2.9,nej,1
1696628,17.3,451885,3.75,Ovrigt,3.36,nej,0
2651952,18.9,572735,4.63,Stockholm,4.76,nej,0
1661303,21.0,341902,4.86,Stockholm,2.95,nej,1
2525396,12.2,543295,4.65,Malmo,3.48,nej,0
4024654,21.4,954449,4.22,Malmo,4.6,nej,1
2016170,17.1,471505,4.28,Ovrigt,2.21,nej,1
1664773,13.0,373110,4.46,Malmo,4.0,nej,0
2329585,12.3,337315,6.91,Stockholm,3.33,nej,1
1033241,14.7,300000,3.44,Ovrigt,3.42,ja,0
2719701,14.5,586082,4.64,Goteborg,3.23,nej,1
5000000,13.9,917352,5.45,Stockholm,2.98,nej,0
1607943,13.0,491072,3.27,Malmo,4.15,nej,0
1804338,12.1,551256,3.27,Ovrigt,3.19,nej,0
3345617,12.2,648924,5.16,Goteborg,3.62,nej,1
2472892,13.7,731325,3.38,Stockholm,2.88,nej,0
2403871,14.7,458910,5.24,Stockholm,3.38,nej,1
3825171,15.8,640221,5.97,Stockholm,3.74,ja,1
2254643,14.1,348240,6.47,Goteborg,2.35,nej,0
2481282,12.7,445508,5.57,Malmo,3.99,nej,1
3086312,13.4,681700,4.53,Stockholm,3.41,nej,0
2847159,11.2,783489,3.63,Ovrigt,3.66,nej,0
687849,15.3,300000,2.29,Ovrigt,2.76,nej,0
1792932,12.2,536382,3.34,Malmo,3.91,nej,0
3207293,11.5,723962,4.43,Ovrigt,3.92,ja,1
3083113,18.1,808987,3.81,Stockholm,3.29,nej,0
2553120,15.4,682268,3.74,Goteborg,3.82,nej,0
3248326,16.1,559656,5.8,Malmo,3.0,nej,1
3079111,15.6,672887,4.58,Ovrigt,3.98,nej,0
1335281,21.2,300000,4.45,Ovrigt,2.8,nej,0
2464373,14.8,343049,7.18,Stockholm,3.22,nej,1
1738977,11.1,399299,4.36,Ovrigt,2.64,nej,0
1139600,15.6,300000,3.8,Stockholm,2.51,nej,1
2398140,10.9,654913,3.66,Ovrigt,2.92,nej,0
2248292,15.5,652317,3.45,Ovrigt,3.1,nej,0
2342910,12.9,502152,4.67,Stockholm,3.53,nej,0
1589785,13.2,345135,4.61,Ovrigt,2.81,nej,1
3110726,13.5,580161,5.36,Stockholm,4.09,ja,0
1488755,17.6,499223,2.98,Goteborg,3.01,nej,0
1959373,13.0,514458,3.81,Goteborg,2.9,nej,0
1825322,11.8,553099,3.3,Malmo,3.58,nej,0
1780311,19.5,373603,4.77,Ovrigt,3.25,ja,0
3074925,15.3,645175,4.77,Malmo,4.3,nej,0
2868020,14.0,584422,4.91,Goteborg,4.18,ja,1
1140609,15.4,314020,3.63,Ovrigt,2.38,nej,0
2771783,13.9,682859,4.06,Ovrigt,3.13,nej,0
2318696,11.9,346867,6.68,Stockholm,2.81,nej,1
1456205,15.1,385822,3.77,Ovrigt,2.22,nej,0
5000000,13.1,879199,5.69,Stockholm,3.83,nej,0
1509324,17.2,300000,5.03,Ovrigt,3.85,nej,0
5000000,13.0,675914,7.4,Stockholm,2.77,nej,1
4672507,12.6,742171,6.3,Stockholm,3.63,nej,0
2197343,11.6,346552,6.34,Goteborg,3.73,nej,0
1682845,22.8,429771,3.92,Malmo,3.19,nej,0
2782926,14.6,459272,6.06,Goteborg,3.77,nej,1
3537710,13.0,478927,7.39,Stockholm,3.38,nej,0
5000000,12.7,1110887,4.5,Malmo,3.89,nej,0
1379030,10.5,300000,4.6,Ovrigt,2.5,nej,0
3153940,17.7,730856,4.32,Goteborg,3.29,nej,1
2027690,20.0,510364,3.97,Stockholm,3.32,nej,0
1277648,17.8,316584,4.04,Goteborg,2.51,nej,0
4194803,11.7,622267,6.74,Stockholm,2.56,nej,1
1462422,12.7,518988,2.82,Ovrigt,2.25,nej,0
2052454,12.3,578505,3.55,Ovrigt,3.23,nej,0
3701625,15.1,826459,4.48,Malmo,3.62,ja,1
5000000,13.6,1200000,4.17,Goteborg,2.43,nej,0
2172156,15.5,442504,4.91,Ovrigt,3.93,nej,0
1634003,12.8,339341,4.82,Malmo,3.44,nej,1
2141995,15.2,479812,4.46,Ovrigt,3.5,ja,1
1804304,15.2,397724,4.54,Malmo,3.32,nej,0
2669779,12.8,579769,4.6,Ovrigt,3.06,nej,1
1026846,11.0,300000,3.42,Malmo,2.26,nej,0
4269634,19.6,1200000,3.56,Goteborg,3.36,nej,0
2751693,19.0,563779,4.88,Ovrigt,4.18,nej,0
1625970,13.8,300000,5.42,Goteborg,4.05,nej,0
1615953,13.7,333163,4.85,Malmo,3.26,nej,1
4449988,12.8,827721,5.38,Stockholm,2.94,nej,1
2704368,16.6,708239,3.82,Malmo,3.54,nej,1
1333475,14.4,300000,4.44,Malmo,4.34,ja,1
3017190,16.8,794295,3.8,Stockholm,3.98,ja,0
1595682,11.9,300000,5.32,Stockholm,4.32,nej,1
1747568,11.5,426883,4.09,Malmo,2.96,nej,1
2327492,13.6,624570,3.73,Ovrigt,3.77,nej,0
2036630,16.2,392147,5.19,Goteborg,3.29,nej,0
2485886,20.7,326841,7.61,Stockholm,3.29,nej,0
2243317,17.4,469059,4.78,Malmo,2.21,nej,0
3409231,16.7,468884,7.27,Stockholm,3.86,nej,0
3076727,15.7,628960,4.89,Goteborg,3.7,nej,0
2557573,13.7,419101,6.1,Stockholm,3.31,nej,1
1564194,13.4,438425,3.57,Stockholm,4.4,ja,0
1156904,13.6,300000,3.86,Stockholm,3.45,nej,0
2607114,12.2,523335,4.98,Goteborg,2.42,nej,0
2828119,17.1,559969,5.05,Stockholm,2.62,nej,0
1770683,15.9,303958,5.83,Goteborg,3.16,nej,0
2557876,11.4,528352,4.84,Goteborg,2.19,nej,1
4532401,11.4,737357,6.15,Goteborg,3.87,nej,1
2912636,15.1,448548,6.49,Goteborg,3.07,nej,1
1142716,12.1,445640,2.56,Ovrigt,3.28,nej,0
3361885,12.9,666186,5.05,Stockholm,2.61,nej,0
1603806,14.0,302025,5.31,Goteborg,3.97,ja,0
5000000,12.9,1200000,4.17,Stockholm,3.11,nej,1
2208726,11.0,494676,4.46,Stockholm,3.0,nej,1
3076132,14.6,575184,5.35,Malmo,4.05,nej,1
3569488,18.3,601803,5.93,Malmo,4.81,ja,1
1675962,15.4,378572,4.43,Ovrigt,3.65,nej,0
2443512,14.9,563948,4.33,Malmo,3.33,nej,0
1520008,15.1,441674,3.44,Ovrigt,3.74,ja,0
1932560,19.3,338725,5.71,Stockholm,3.51,ja,1
2800455,13.2,522871,5.36,Stockholm,3.0,nej,1
2588626,18.9,467418,5.54,Stockholm,3.44,nej,0
2073161,18.1,496481,4.18,Stockholm,3.18,nej,0
1868821,12.5,300000,6.23,Goteborg,3.2,nej,0
3568999,13.1,694240,5.14,Malmo,4.12,nej,0
5000000,14.0,1133473,4.41,Stockholm,3.89,nej,0
2930829,18.4,591964,4.95,Ovrigt,2.73,nej,1
1977085,16.6,665445,2.97,Ovrigt,3.38,nej,0
1883079,13.9,520292,3.62,Stockholm,2.73,nej,0
3245177,15.0,463006,7.01,Stockholm,3.56,nej,1
3408437,13.9,437383,7.79,Stockholm,4.36,nej,1
4544824,18.4,772684,5.88,Stockholm,2.99,nej,0
2300411,16.5,653975,3.52,Stockholm,3.67,nej,0
2728178,15.0,474070,5.75,Goteborg,4.17,nej,0
3594708,12.8,1002552,3.59,Stockholm,3.12,nej,0
2776290,19.2,574914,4.83,Goteborg,3.5,nej,0
885197,16.1,300000,2.95,Ovrigt,4.23,nej,0
1921386,15.1,336932,5.7,Malmo,2.64,nej,0
1823540,13.9,525863,3.47,Ovrigt,2.58,nej,0
5000000,15.0,905908,5.52,Stockholm,2.45,nej,0
2378600,17.0,609669,3.9,Goteborg,3.65,nej,1
3643026,14.8,944825,3.86,Malmo,2.59,nej,0
5000000,12.4,1148540,4.35,Stockholm,3.54,nej,0
2967898,11.0,712413,4.17,Stockholm,4.02,nej,0
1431351,13.5,316338,4.52,Malmo,3.52,ja,1
1157935,20.2,300000,3.86,Malmo,3.4,ja,0
2399704,13.5,418757,5.73,Goteborg,3.6,nej,0
2146309,10.6,660852,3.25,Goteborg,3.23,nej,0
4500942,17.4,1015263,4.43,Goteborg,2.0,nej,1
4537900,18.0,705723,6.43,Stockholm,4.12,nej,0
4862709,12.8,953113,5.1,Stockholm,3.53,nej,1
1903665,16.1,541380,3.52,Stockholm,2.97,nej,0
4947867,16.3,766130,6.46,Stockholm,2.95,nej,0
2015488,12.0,556455,3.62,Ovrigt,3.62,nej,0
761874,12.5,300000,2.54,Malmo,3.17,nej,1
1339414,17.4,339294,3.95,Ovrigt,3.56,ja,0
5000000,14.1,873165,5.73,Stockholm,3.29,nej,0
1733867,18.5,545679,3.18,Goteborg,2.71,nej,0
2197191,14.6,370050,5.94,Stockholm,2.98,nej,0
1969633,18.8,300000,6.57,Stockholm,3.09,nej,1
1842840,14.6,515910,3.57,Stockholm,2.74,nej,0
852823,17.5,389012,2.19,Ovrigt,3.36,nej,0
1281341,14.6,310652,4.12,Malmo,4.48,ja,1
3000868,16.3,517742,5.8,Goteborg,4.21,nej,0
2016959,11.6,598723,3.37,Goteborg,2.74,nej,1
2415380,13.3,523490,4.61,Ovrigt,3.73,nej,0
1871227,13.9,300000,6.24,Stockholm,4.05,nej,0
1680874,13.3,353022,4.76,Stockholm,3.77,nej,0
2959059,14.4,528686,5.6,Stockholm,2.9,nej,1
2515099,18.0,503263,5.0,Ovrigt,3.88,ja,1
1348014,10.3,486841,2.77,Ovrigt,4.11,nej,0
3983403,11.6,721254,5.52,Stockholm,3.09,nej,1
1367681,17.0,343393,3.98,Ovrigt,3.18,nej,1
890353,12.7,351142,2.54,Ovrigt,2.91,nej,0
1538733,19.4,446265,3.45,Stockholm,3.66,nej,0
1862717,16.1,664824,2.8,Goteborg,2.0,nej,0
1353378,10.5,338339,4.0,Goteborg,2.71,nej,0
1318882,11.5,562425,2.34,Ovrigt,3.3,ja,0
4482528,15.1,648969,6.91,Stockholm,4.15,nej,0
2002001,18.7,393164,5.09,Ovrigt,3.34,nej,0
1620605,13.3,459234,3.53,Stockholm,3.08,nej,0
1023708,12.8,300000,3.41,Ovrigt,3.08,nej,0
1075104,12.1,377353,2.85,Goteborg,2.37,nej,0
1151077,21.2,387703,2.97,Malmo,4.01,nej,1
925708,16.4,300000,3.09,Ovrigt,2.99,nej,0
1219366,14.8,369925,3.3,Ovrigt,3.56,nej,0
2851123,11.5,579396,4.92,Ovrigt,2.81,nej,0
3784727,11.0,749294,5.05,Stockholm,3.16,nej,0
1537033,13.2,362767,4.24,Malmo,2.65,nej,0
2657622,14.5,608513,4.37,Stockholm,3.05,nej,1
1076590,12.6,391419,2.75,Goteborg,3.82,nej,0
3223751,13.8,518919,6.21,Goteborg,3.26,nej,0
2774442,14.5,905319,3.06,Goteborg,3.8,ja,0
4654726,12.4,720283,6.46,Goteborg,3.24,nej,1
1239596,11.5,493026,2.51,Ovrigt,4.84,ja,0
2943087,13.8,490335,6.0,Stockholm,2.71,nej,0
3581848,17.1,597180,6.0,Malmo,3.12,nej,0
984926,11.4,300000,3.28,Goteborg,3.73,ja,0
2795882,13.0,539856,5.18,Stockholm,2.6,nej,0
5000000,13.4,754254,6.63,Stockholm,3.28,nej,0
1195433,15.8,538298,2.22,Ovrigt,3.65,ja,0
2185970,13.8,523322,4.18,Ovrigt,3.27,nej,0
1064838,13.2,450418,2.36,Ovrigt,3.27,nej,0
1047071,12.3,370167,2.83,Ovrigt,2.8,nej,0
2946287,14.1,740581,3.98,Stockholm,2.23,nej,0
2085156,18.0,333986,6.24,Goteborg,3.31,nej,0
988229,16.7,315567,3.13,Malmo,2.66,nej,0
1456223,12.3,501166,2.91,Goteborg,3.14,nej,0
2626556,11.1,524016,5.01,Goteborg,2.75,nej,0
1224838,16.5,300000,4.08,Goteborg,2.31,nej,0
2080548,11.2,530756,3.92,Malmo,3.42,nej,1
1757758,15.4,602649,2.92,Malmo,3.62,nej,0
3853042,10.6,579016,6.65,Stockholm,3.86,nej,0
5000000,20.3,1200000,4.17,Goteborg,2.93,nej,0
1270806,10.7,336659,3.77,Malmo,3.22,nej,0
1187226,16.5,382913,3.1,Malmo,3.4,nej,0
3034015,17.5,509901,5.95,Stockholm,3.81,nej,1
1724549,11.9,388296,4.44,Ovrigt,2.15,nej,0
2446014,12.9,523614,4.67,Stockholm,2.32,nej,1
854868,15.7,300000,2.85,Goteborg,4.5,ja,0
888754,16.5,321701,2.76,Ovrigt,2.19,nej,0
2079864,11.8,425470,4.89,Malmo,3.75,nej,0
5000000,12.1,976205,5.12,Stockholm,4.0,nej,0
2718907,19.7,1067571,2.55,Malmo,3.68,nej,0
2695746,12.2,754786,3.57,Malmo,2.6,nej,0
692853,12.8,300000,2.31,Ovrigt,3.12,ja,0
929211,14.3,303056,3.07,Ovrigt,3.17,nej,0
1627470,11.9,415097,3.92,Malmo,4.25,nej,0
5000000,12.2,998314,5.01,Goteborg,4.25,nej,0
2021500,15.8,558958,3.62,Stockholm,4.23,ja,0
2382950,12.1,351159,6.79,Stockholm,2.24,nej,0
1709648,14.0,400123,4.27,Goteborg,3.3,nej,0
3197687,14.7,598883,5.34,Malmo,3.08,nej,0
3045517,16.1,644336,4.73,Goteborg,3.21,nej,0
1890030,10.9,551233,3.43,Stockholm,2.21,nej,0
5000000,17.2,784942,6.37,Stockholm,3.35,nej,0
920557,17.9,300000,3.07,Goteborg,2.3,nej,0
3716108,15.9,622520,5.97,Stockholm,2.0,nej,0
2675050,20.2,564826,4.74,Ovrigt,3.33,nej,0
1546303,13.2,427989,3.61,Stockholm,4.74,ja,0
1405366,11.3,316622,4.44,Malmo,2.7,nej,0
1373178,17.4,300000,4.58,Ovrigt,3.81,ja,1
5000000,11.6,1128001,4.43,Stockholm,3.74,nej,1
2030290,11.5,366567,5.54,Goteborg,3.9,nej,0
2970188,14.3,657642,4.52,Stockholm,3.26,nej,0
2787482,10.9,563299,4.95,Malmo,2.77,nej,1
4025997,13.3,810030,4.97,Malmo,4.0,nej,1
2503284,14.0,459751,5.44,Goteborg,2.46,nej,1
2379617,15.7,394048,6.04,Goteborg,2.89,nej,1
1023160,19.1,429006,2.38,Ovrigt,3.55,nej,0
3736284,18.0,998123,3.74,Stockholm,2.26,nej,0
3439327,12.1,557897,6.16,Stockholm,3.43,nej,1
1488838,12.2,300000,4.96,Ovrigt,3.88,nej,0
1239130,13.8,300000,4.13,Malmo,4.21,nej,0
1494802,13.4,300000,4.98,Ovrigt,3.37,ja,1
3615463,15.5,625156,5.78,Malmo,3.5,ja,1
1694142,12.8,352128,4.81,Ovrigt,3.63,nej,0
2397747,17.0,383460,6.25,Goteborg,2.83,nej,0
1442238,13.9,300623,4.8,Ovrigt,3.01,nej,0
1890315,15.6,414164,4.56,Ovrigt,3.39,nej,0
1982855,17.4,402004,4.93,Malmo,3.42,nej,1
1799469,15.1,535388,3.36,Stockholm,2.06,nej,0
3946175,15.1,1024514,3.85,Stockholm,2.5,nej,0
4265494,18.4,1104834,3.86,Stockholm,2.1,nej,0
1052910,19.2,313636,3.36,Stockholm,2.2,nej,0
2574134,12.5,680809,3.78,Stockholm,2.53,nej,0
1854393,16.3,324245,5.72,Malmo,3.07,nej,0
1932181,16.1,400592,4.82,Malmo,3.12,nej,0
2186473,15.7,553330,3.95,Goteborg,2.0,nej,0
2144084,24.6,406326,5.28,Malmo,2.64,nej,1
3583468,13.0,654864,5.47,Stockholm,2.29,nej,1
3045916,15.8,781670,3.9,Stockholm,3.08,nej,0
4887558,11.2,671877,7.27,Stockholm,2.81,nej,1
1530234,14.0,377477,4.05,Goteborg,3.96,nej,1
2985456,13.4,464315,6.43,Stockholm,3.12,nej,0
1535108,11.3,335748,4.57,Stockholm,2.84,nej,1
1624512,11.3,347469,4.68,Goteborg,3.04,nej,1
3995543,19.6,877495,4.55,Ovrigt,3.65,ja,1
1724218,16.7,435042,3.96,Stockholm,4.0,nej,0
1776113,11.2,300000,5.92,Malmo,3.0,nej,1
1380596,12.6,502811,2.75,Malmo,3.47,nej,1
1422427,14.3,383024,3.71,Ovrigt,3.67,nej,0
1795467,12.7,370186,4.85,Ovrigt,2.8,nej,1
5000000,15.3,1049283,4.77,Stockholm,2.12,nej,0
3203265,14.8,743891,4.31,Stockholm,2.91,nej,0
826876,12.4,323839,2.55,Ovrigt,3.58,nej,1
2285310,12.8,412589,5.54,Goteborg,2.18,nej,1
957762,11.2,361842,2.65,Malmo,3.85,ja,0
2635501,17.3,627749,4.2,Malmo,3.7,nej,0
2067883,19.1,391108,5.29,Malmo,4.03,nej,0
1137527,11.1,300000,3.79,Ovrigt,4.23,ja,0
1054003,11.2,392649,2.68,Ovrigt,3.38,nej,0
1072187,15.3,300000,3.57,Ovrigt,3.31,nej,0
5000000,21.0,1200000,4.17,Stockholm,2.48,nej,1
1188362,13.9,300000,3.96,Ovrigt,3.19,ja,0
3656751,11.9,559754,6.53,Stockholm,2.16,nej,0
3165182,16.0,662172,4.78,Stockholm,3.24,nej,0
957893,22.5,356659,2.69,Ovrigt,3.98,ja,0
2346841,16.8,531781,4.41,Stockholm,3.27,nej,0
4012680,14.0,706961,5.68,Stockholm,3.37,nej,1
4975836,15.6,1099632,4.53,Stockholm,3.66,nej,0
2033721,11.9,544162,3.74,Ovrigt,2.4,nej,0
4835995,15.8,883287,5.47,Goteborg,3.24,nej,0
1521115,14.3,300000,5.07,Malmo,3.35,nej,1
2711648,16.8,678028,4.0,Stockholm,3.68,ja,1
1856129,16.7,425959,4.36,Ovrigt,2.0,nej,0
1900834,17.0,460669,4.13,Ovrigt,3.32,ja,0
3422271,15.6,1035601,3.3,Stockholm,2.9,nej,0
1332390,19.4,447613,2.98,Goteborg,3.29,nej,0
3143360,19.3,507777,6.19,Stockholm,3.22,nej,0
1618994,13.1,495633,3.27,Ovrigt,4.35,nej,0
903409,12.2,300000,3.01,Malmo,3.77,nej,1
821863,15.7,364127,2.26,Ovrigt,3.19,nej,1
2249930,14.9,565983,3.98,Stockholm,3.27,nej,0
1492081,20.0,300000,4.97,Ovrigt,3.96,nej,0
2620812,16.2,610982,4.29,Ovrigt,3.99,nej,0
1304090,16.8,300000,4.35,Malmo,3.4,nej,0
1867655,16.7,379136,4.93,Ovrigt,4.24,nej,0
2822306,20.3,549774,5.13,Goteborg,2.66,nej,0
5000000,10.3,1026207,4.87,Stockholm,3.18,nej,1
1537199,10.7,440549,3.49,Malmo,5.0,nej,0
2257073,15.1,582137,3.88,Ovrigt,3.63,nej,1
1757797,10.6,585509,3.0,Malmo,3.12,nej,0
3193853,16.6,627427,5.09,Stockholm,3.26,nej,0
910073,13.2,316220,2.88,Goteborg,3.31,nej,0
1425032,12.2,336437,4.24,Stockholm,5.0,ja,0
1550179,12.5,510222,3.04,Goteborg,3.68,nej,0
1373492,18.9,356083,3.86,Malmo,3.81,ja,0
2678891,13.2,578216,4.63,Ovrigt,2.19,nej,0
3999504,14.5,804794,4.97,Stockholm,2.76,nej,1
2702938,12.3,454137,5.95,Goteborg,3.24,nej,1
2344126,14.1,375838,6.24,Stockholm,3.12,nej,0
4079129,14.5,732555,5.57,Stockholm,3.86,nej,1
848925,13.2,300000,2.83,Ovrigt,3.06,nej,0
1460524,11.5,300000,4.87,Ovrigt,3.7,nej,1
977714,15.9,330457,2.96,Goteborg,2.32,nej,0
1581043,10.9,378737,4.17,Ovrigt,2.89,nej,0
2539924,20.8,639266,3.97,Ovrigt,3.92,ja,0
1373138,14.2,399505,3.44,Ovrigt,4.44,nej,0
2172485,12.7,500174,4.34,Stockholm,3.11,nej,0
1021896,12.2,300000,3.41,Ovrigt,3.7,nej,0
3725844,19.5,609777,6.11,Goteborg,4.0,nej,0
3084492,19.6,437065,7.06,Stockholm,3.77,nej,0
4715369,17.1,625938,7.53,Stockholm,3.65,nej,1
1669814,15.1,424349,3.94,Goteborg,3.81,ja,0
4184806,11.9,835070,5.01,Stockholm,4.11,nej,0
1870355,14.9,560792,3.34,Stockholm,2.41,nej,0
4398200,13.3,583283,7.54,Stockholm,2.44,nej,0
1509501,11.7,486162,3.1,Ovrigt,4.89,ja,0
3093961,17.2,929847,3.33,Ovrigt,3.91,ja,0
5000000,11.6,852031,5.87,Stockholm,2.46,nej,0
1426342,13.0,386372,3.69,Ovrigt,2.34,nej,0
1526886,12.4,400824,3.81,Ovrigt,2.31,nej,0
859706,13.1,324504,2.65,Ovrigt,4.42,nej,0
2253914,15.0,408399,5.52,Stockholm,3.15,nej,0
2026397,14.8,354654,5.71,Malmo,2.89,nej,1
1136155,14.9,300000,3.79,Ovrigt,4.18,nej,0
1949401,19.5,574552,3.39,Malmo,3.35,nej,0
1319682,14.8,389072,3.39,Stockholm,3.0,nej,0
3370953,14.7,833412,4.04,Goteborg,3.84,nej,0
2692009,15.2,597684,4.5,Malmo,3.56,nej,0
1436538,12.5,492968,2.91,Goteborg,3.56,nej,0
3598292,18.6,597271,6.02,Stockholm,3.04,nej,1
2691118,13.6,477866,5.63,Stockholm,3.23,ja,0
1987166,16.4,445981,4.46,Ovrigt,3.49,ja,1
1367719,12.7,618614,2.21,Ovrigt,3.26,nej,0
3066597,17.4,450781,6.8,Stockholm,3.2,nej,1
1102382,12.5,300000,3.67,Ovrigt,3.49,nej,0
3905216,17.8,791185,4.94,Stockholm,3.84,ja,1
2961201,10.9,503705,5.88,Malmo,3.97,nej,0
780406,12.2,300000,2.6,Ovrigt,2.4,nej,1
1120632,23.2,300000,3.74,Ovrigt,3.45,nej,0
923975,17.4,300000,3.08,Ovrigt,2.65,nej,0
2525256,13.4,446943,5.65,Stockholm,3.05,nej,0
1325201,14.2,351697,3.77,Ovrigt,3.36,ja,0
1963071,16.9,536800,3.66,Stockholm,2.98,nej,0
1262601,14.6,308563,4.09,Ovrigt,2.56,nej,1
1203774,19.2,300000,4.01,Ovrigt,2.6,nej,0
2096588,12.6,403723,5.19,Malmo,4.17,ja,1
2338968,15.1,638627,3.66,Stockholm,2.37,nej,0
1061510,15.6,352738,3.01,Ovrigt,3.59,nej,0
5000000,15.7,949287,5.27,Stockholm,3.71,nej,1
2833539,13.8,731779,3.87,Stockholm,3.64,nej,0
1242256,14.0,300000,4.14,Ovrigt,3.18,nej,0
1794955,14.8,602890,2.98,Goteborg,2.54,nej,0
1592006,20.2,510026,3.12,Ovrigt,2.27,nej,1
2469442,13.4,410900,6.01,Goteborg,2.49,nej,1
2224112,18.7,328378,6.77,Stockholm,2.5,nej,0
1623754,18.7,401605,4.04,Ovrigt,3.37,nej,0
2973982,18.1,487437,6.1,Goteborg,2.35,nej,1
2469740,12.6,381299,6.48,Stockholm,3.08,nej,0
1101042,13.6,300000,3.67,Ovrigt,3.22,nej,0
3079092,16.3,472115,6.52,Goteborg,3.02,nej,0
1987747,17.7,403031,4.93,Malmo,3.04,nej,0
2095909,16.3,413781,5.07,Goteborg,4.49,ja,1
1293705,17.0,387176,3.34,Ovrigt,3.5,nej,0
1442903,11.9,300000,4.81,Ovrigt,3.62,nej,0
1010807,12.4,336405,3.0,Ovrigt,2.98,nej,0
2433421,12.3,739204,3.29,Stockholm,4.56,ja,1
943234,14.2,348018,2.71,Ovrigt,3.38,nej,1
864993,15.8,300000,2.88,Malmo,3.33,nej,0
1324336,12.9,366195,3.62,Malmo,2.97,nej,0
1889643,18.8,318678,5.93,Goteborg,3.34,nej,0
1810021,17.7,445456,4.06,Ovrigt,4.46,nej,1
1194991,19.0,454764,2.63,Ovrigt,3.56,nej,0
2103575,22.3,307579,6.84,Stockholm,4.23,nej,0
3107415,12.7,662386,4.69,Goteborg,2.07,nej,0
1095097,15.6,300000,3.65,Ovrigt,3.24,nej,0
5000000,13.3,1114228,4.49,Stockholm,3.69,nej,0
1844025,10.7,392577,4.7,Ovrigt,3.43,nej,1
1084243,13.9,300000,3.61,Malmo,3.51,nej,0
848846,23.4,300000,2.83,Malmo,2.97,nej,1
3176328,21.2,686415,4.63,Stockholm,3.93,nej,0
3321836,13.3,510670,6.5,Stockholm,2.24,nej,0
1571833,14.1,385130,4.08,Ovrigt,3.11,nej,0
4673569,13.3,1138374,4.11,Stockholm,3.27,nej,0
743755,13.2,302640,2.46,Ovrigt,3.56,ja,0
2651460,15.2,500811,5.29,Goteborg,3.22,nej,0
5000000,17.0,1053825,4.74,Stockholm,2.02,nej,1
3271295,15.7,665441,4.92,Stockholm,2.42,nej,0
1798435,10.4,300000,5.99,Goteborg,3.96,nej,1
2467213,11.6,489997,5.04,Ovrigt,4.35,ja,0
1087524,13.8,307060,3.54,Goteborg,2.97,nej,0
4267282,11.5,858312,4.97,Goteborg,3.79,nej,1
1406990,12.4,429704,3.27,Stockholm,4.03,nej,0
5000000,14.0,1200000,4.17,Goteborg,4.29,nej,1
3820807,12.4,879360,4.34,Goteborg,2.07,nej,1
809992,10.5,300000,2.7,Ovrigt,4.03,nej,0
2782782,15.5,492872,5.65,Goteborg,2.5,nej,1
3880529,11.2,660966,5.87,Goteborg,3.38,nej,1
3068708,10.9,817057,3.76,Stockholm,3.57,nej,0
1073582,13.7,477793,2.25,Ovrigt,4.17,nej,0
4700695,13.5,985459,4.77,Stockholm,3.48,nej,1
3467047,16.4,568531,6.1,Stockholm,3.37,nej,0
2016076,14.7,382052,5.28,Malmo,2.7,nej,1
1698751,16.2,385098,4.41,Malmo,2.19,nej,1
3436484,14.0,689243,4.99,Goteborg,2.68,nej,0
3298555,13.3,565843,5.83,Goteborg,4.04,nej,0
1663421,16.3,449779,3.7,Ovrigt,4.1,ja,1
4950331,11.7,820848,6.03,Stockholm,4.2,nej,0
1098223,10.3,300000,3.66,Ovrigt,2.77,nej,0
2795445,11.6,500832,5.58,Malmo,3.67,nej,0
1951283,15.9,533613,3.66,Goteborg,3.3,nej,0
3589901,15.1,953145,3.77,Goteborg,3.98,nej,0
1241721,14.6,324021,3.83,Stockholm,3.07,nej,0
3405270,10.7,746293,4.56,Ovrigt,3.12,nej,0
2184644,12.7,503915,4.34,Goteborg,3.93,nej,0
3509712,15.5,726210,4.83,Stockholm,2.0,nej,1
5000000,14.2,864898,5.78,Malmo,3.11,nej,0
2445860,12.4,500971,4.88,Ovrigt,2.2,nej,0
3725606,16.7,573863,6.49,Goteborg,3.18,nej,0
1123947,13.2,441051,2.55,Ovrigt,2.95,nej,0
3595500,12.7,492184,7.31,Stockholm,3.56,nej,1
2801952,14.8,590428,4.75,Stockholm,4.03,ja,1
1483645,13.2,448558,3.31,Stockholm,3.03,nej,0
2044409,21.2,480303,4.26,Goteborg,2.62,nej,0
1670053,14.9,300000,5.57,Stockholm,3.25,nej,1
2653374,15.3,709003,3.74,Stockholm,3.98,nej,0
1420134,14.6,381286,3.72,Ovrigt,2.61,nej,1
1596742,10.5,349940,4.56,Ovrigt,2.3,nej,1
1419901,15.5,437093,3.25,Ovrigt,2.09,nej,0
1633909,14.4,336574,4.85,Stockholm,2.28,nej,1
5000000,10.9,1200000,4.17,Stockholm,3.2,nej,1
4269968,10.7,573144,7.45,Stockholm,2.36,nej,0
857234,16.8,377627,2.27,Ovrigt,3.56,ja,0
1034730,13.8,300000,3.45,Ovrigt,3.48,nej,0
1860415,15.0,493648,3.77,Goteborg,2.81,ja,0
5000000,21.5,1040054,4.81,Stockholm,3.79,nej,0
2308562,14.6,739971,3.12,Goteborg,4.06,nej,0
